,excercise_name,utility,mechanics,force,preparation,execution,comments,dynamic_articulation,static_articulation
107,Medicine Ball Chest Throw (on rebounder),['Plyometric'],['Compound'],['Push'],Stand facing medicine ball rebounder with one foot forward. Hold medicine ball with both hands against chest. Bend just enough so ball can be efficiently caught and immediately thrown.,"['Throw medicine ball near center of rebounder by forcefully extending both arms forward. Catch rebounded ball in front of chest with both hands, recoils ball toward chest, and immediately throw ball to rebounder in same manner. Repeat.']","Angle of which one bends over will be dependent upon trajectory of ball, which is affected by various factors, including force of throw, weight of ball, tension and angle of rebounder, distance from rebounder, and angle of throw. Start slow, gradually increasing speed throughout set. Perform prescribed repetitions or for time.","['Scapula & Clavicle (Protraction)', 'Elbow (Extension)', 'Shoulder (Flexion / Transverse Flexion)', 'Wrist (Flexion)']","['Spine (Thoracic, Lumbar) (Flexion)', 'Spine (Thoracic, Lumbar) (Extension)']"
108,Medicine Ball One Arm Throw (with partner),['Plyometric'],['Compound'],['Push'],Stand facing partner throwing distance apart with left foot forward. First person holds medicine ball with right hand near side of head. Partner has arm up ready to receive ball.,"[""First person throws medicine ball left of partner's head (partner's right side), forcefully extending arm forward. Partner catches ball with right hand, recoils ball to side of head, and immediately throws ball back to left of first person's head (first person's right side) in same manner. First person catches ball and repeats volley. Repeat by throwing ball back and forth. Continue using left hand to throw to opposite sides.""]","Start slow, gradually increasing speed throughout set. Perform prescribed repetitions or for time.","['Scapula & Clavicle (Protraction)', 'Spine (Thoracic, Lumbar) (Lateral Flexion)', 'Shoulder (Internal Rotation)', 'Wrist (Flexion)', 'Elbow (Extension)', 'Spine (Thoracic, Lumbar) (Rotation)', 'Shoulder (Transverse Flexion / Flexion)']","['Spine (Thoracic, Lumbar) (Flexion)']"
109,Medicine Ball Side Throw,['Plyometric'],['Compound'],['Push'],"Stand facing wall, throwing distance away with left foot forward. Hold medicine ball with both hands near chest, left shoulder slightly forward, right hand behind ball, and left hand in front of ball.","['Throw medicine ball to wall by forcefully extending right arm and shoulder forward. Ball rebounds off of wall. Catch ball with both hands, recoil ball to right of body, and immediately throw ball back to wall, repeating volley. Repeat throwing from left side with right foot and shoulder forward.']","Start slow, gradually increasing speed throughout set. Perform prescribed repetitions or for time. Wall should be impact resistant to avoid structural damage.","['Scapula & Clavicle (Protraction)', 'Wrist (Flexion)', 'Elbow (Extension)', 'Spine (Thoracic, Lumbar) (Rotation)', 'Shoulder (Flexion / Transverse Flexion)']","['Spine (Thoracic, Lumbar) (Flexion)', 'Spine (Thoracic, Lumbar) (Lateral Flexion)']"
110,Medicine Ball Chest Throw (on wall),['Plyometric'],['Compound'],['Push'],Stand with feet shoulder width apart in front of wall. Hold medicine ball with both hands against chest.,['Throw medicine ball to wall by forcefully extending both arms forward. Catch ball in front of chest using both hands and repeat.'],"Start slow, gradually increasing speed throughout set. Perform prescribed repetitions or for time.","['Scapula & Clavicle (Protraction)', 'Elbow (Extension)', 'Shoulder (Flexion / Transverse Flexion)', 'Wrist (Flexion)']","['Spine (Thoracic, Lumbar) (Flexion)']"
111,Plank Shuffle (on medicine ball),['Plyometric'],['Compound'],['Push'],"Kneel before medicine ball. Place left hand on top of ball and right hand on floor, slightly wider than shoulder width away. Position upper body above both hands with right arm straight and left arm bent with hand on ball. Straighten body and place forefeet back away from ball on floor, shoulder width apart.","['Push upper body up onto ball so right hands is placed on top side of ball next to left hand. Immediately place left hand onto floor slightly wider than shoulder width away. Immediately shift upper body to original side with the opposite movement. Repeat by alternating sides.', 'Start slow, gradually increasing speed throughout set. Keep body straight throughout movement.']","Start slow, gradually increasing speed throughout set. Keep body straight throughout movement.","['Scapula & Clavicle (Protraction)', 'Wrist (Flexion)', 'Elbow (Extension)', 'Shoulder (Transverse Flexion / Flexion)', 'Shoulder (Transverse Extension)']","['Spine (Thoracic, Lumbar) (Flexion)', 'Knee (Extension)']"
112,Shoulder Tap Push-up,['Plyometric'],['Compound'],['Push'],Lie prone on floor with hands slightly wider than shoulder width. Raise body up off floor to plank position by extending arms with body straight.,['Lower body to floor. Push body upward by extending arms. Rapidly tap shoulder with opposite hand and place it back on floor. Continue and repeat.'],Keep hips and waist straight.,"['Scapula & Clavicle (Protraction)', 'Elbow (Extension)', 'Shoulder (Transverse Flexion / Flexion)']","['Spine (Thoracic, Lumbar) (Flexion)', 'Knee (Extension)']"
113,Medicine Ball Lying Chest Throw,['Plyometric'],['Compound'],['Push'],"Participant lies on floor, mat or shallow bench with legs bent. Extend arms upward with hands open, ready to catch ball. Spotter holds medicine ball with both hands at arms length, directly above participant's lower chest.","[""Spotter drops ball above participant's lower chest. Participant catches medicine ball and immediately throws it forcefully upward, extending both arms vertically. Spotter catches ball and repeats.""]","Spotter stand near head to keep ball's fall directly above lower chest. Start slow, gradually increasing speed throughout set. Perform prescribed repetitions or for time.","['Scapula & Clavicle (Protraction)', 'Elbow (Extension)', 'Wrist (Flexion)', 'Shoulder (Transverse Flexion / Flexion)']",[]
114,Incline Plyo Push-up,['Plyometric'],['Compound'],['Push'],"Place hands slightly wider than shoulder width on close end of elevated platform. Assume inclined plank position by placing forefeet on floor away from platform, shoulder width or slightly narrower. Position body and arms straight, perpendicular to one another.","['Lower body towards platform by bending arms. In lower position, immediately push body up quickly allowing hands to raise off of platform edge. As body falls backs down, place hands back to original position, catching body before it falls. Repeat.', 'Keep hips and waist straight. As with any plyometric, ensure solid strength foundation is first achieved. Joints, particularly shoulders should be free of biomechanical deficiencies:']","Keep hips and waist straight. As with any plyometric, ensure solid strength foundation is first achieved. Joints, particularly shoulders should be free of biomechanical deficiencies:","['Scapula & Clavicle (Protraction)', 'Elbow (Extension)', 'Wrist (Flexion)', 'Shoulder (Transverse Flexion / Flexion)']","['Spine (Thoracic, Lumbar) (Flexion)', 'Knee (Extension)']"
115,Kneeling Plyo Push-up,['Plyometric'],['Compound'],['Push'],"Lie on floor with knees on padded surface. Position hands on floor shoulder width or slightly wider.  Assume a kneeling plank position, by pushing body up so arms are extended.",['Bend arm and lower chest to floor. Immediately reverse direction by throwing body upward by quickly extending arm so hands leaves floor. Catch body and land with hands on floor in original starting position. Repeat.'],Keep knees on padded surface. Also keep hips straight throughout movement; upper thighs should be kept inline with torso. Exercise can be performed with feet against floor board.,"['Scapula & Clavicle (Protraction)', 'Elbow (Extension)', 'Wrist (Flexion)', 'Shoulder (Transverse Flexion / Flexion)']","['Spine (Thoracic, Lumbar) (Flexion)']"
116,Kneeling Plyo Push-up (feet against wall),['Plyometric'],['Compound'],['Push'],"Kneel on floor with knees on padded surface and feet against floor board or stationary vertical object. With hips straight, position hands under shoulders with arms straight.",['Bend arm and lower chest near floor. Immediately reverse direction by throwing body upward by quickly extending arm so hands leaves floor. Catch body and land with hands on floor in original starting position. Repeat.'],Keep feet against floor and knees on padded surface. Also keep hips straight throughout movement; upper thighs should be kept inline with torso. Exercise can be performed without feet against floor board.,"['Scapula & Clavicle (Protraction)', 'Elbow (Extension)', 'Wrist (Flexion)', 'Shoulder (Transverse Flexion / Flexion)']","['Spine (Thoracic, Lumbar) (Flexion)']"
117,Plyo Push-up Shuffle (on knees and Bosu),['Plyometric'],['Compound'],['Push'],"Kneel on mat facing Bosu with convex surface positioned upward. With knees on floor or mat, place left hand on top of Bosu and right hand on floor, slightly wider than shoulder width away. Position upper body off of floor, facing downward with hips straight and arms extended.","['Lower body until slight stretch is felt in shoulder or chest. Immediately push body up rapidly. As right arm straightens, forcefully push body upward and to opposite side of Bosu. Land right hand on top of Bosu and left hand on floor, slightly wider than shoulder width. Immediately repeat movement alternating between sides.', 'Keep hips and waist straight. As with any plyometric, ensure solid strength foundation is first achieved. Joints, particularly shoulders should be free of biomechanical deficiencies:']","Keep hips and waist straight. As with any plyometric, ensure solid strength foundation is first achieved. Joints, particularly shoulders should be free of biomechanical deficiencies:","['Scapula & Clavicle (Protraction)', 'Elbow (Extension)', 'Wrist (Flexion)', 'Shoulder (Transverse Flexion / Flexion)']","['Spine (Thoracic, Lumbar) (Flexion)']"
118,Plyo Push-up Shuffle (on medicine ball),['Plyometric'],['Compound'],['Push'],"Kneel before medicine ball. Place left hand on top of ball and right hand on floor, slightly wider than shoulder width away. Position upper body above both hands with right arm straight and left arm bent with hand on ball. Straighten body with forefeet back away from ball on floor, shoulder width apart.","['Lower body until slight stretch is felt in shoulder or chest. Immediately push body up rapidly. As right arm straightens and raises above floor, rapidly roll the ball under right hand with the left hand. Land right hand on ball while quickly placing left hand on floor, slightly wider than shoulder width. Repeat movement with ball under right hand. Continue by alternating between sides.', 'Keep hips and waist straight. As with any plyometric, ensure solid strength foundation is first achieved. Joints, particularly shoulders should be free of biomechanical deficiencies:']","Keep hips and waist straight. As with any plyometric, ensure solid strength foundation is first achieved. Joints, particularly shoulders should be free of biomechanical deficiencies:","['Scapula & Clavicle (Protraction)', 'Elbow (Extension)', 'Wrist (Flexion)', 'Shoulder (Transverse Flexion / Flexion)']","['Spine (Thoracic, Lumbar) (Flexion)', 'Knee (Extension)']"
119,Self-assisted Plyo Push-up (on medicine ball),['Plyometric'],['Compound'],['Push'],"Kneel before medicine ball. Place one hand on top of ball and other hand on floor, slightly wider than shoulder width away. Position upper body above both hands with one arm straight on floor and other arm bent with hand on ball. Straighten body with forefeet back away from ball on floor, shoulder width apart.","['Lower body until slight stretch is felt in shoulder or chest. Immediately push body up rapidly. Continue to push down on medicine ball as hand on floor leaves ground. Place hand back on floor in original position, catching body as it falls back down toward floor. Continue and repeat.', 'Keep hips and waist straight. As with any plyometric, ensure solid strength foundation is first achieved. Joints, particularly shoulders should be free of biomechanical deficiencies:']","Keep hips and waist straight. As with any plyometric, ensure solid strength foundation is first achieved. Joints, particularly shoulders should be free of biomechanical deficiencies:","['Scapula & Clavicle (Protraction)', 'Elbow (Extension)', 'Wrist (Flexion)', 'Shoulder (Transverse Flexion / Flexion)']","['Spine (Thoracic, Lumbar) (Flexion)', 'Knee (Extension)']"
120,Depth Push-up (on knees),['Plyometric'],['Compound'],['Push'],"Kneel on floor between two slightly elevated platforms, slightly wider that shoulder width apart. With knees on floor or mat, position hands on floor beside sides of platforms. Position upper body off of floor with hips straight and arms extended.","['Lower body to floor and immediately push body up as fast as possible. As hands leave ground, rapidly place hands on platforms to sides, catching body before it falls. Lower body again. As soon as slight stretch is felt in chest or shoulders, immediately push upper body upward. Before upper body falls, immediately remove hands off of platforms and catch body by returning hands back on floor between platforms and repeat.']","Keep body straight throughout movement. As with any plyometric, ensure solid strength foundation is first achieved. Joints, particularly shoulders should be free of biomechanical deficiencies:","['Scapula & Clavicle (Protraction)', 'Wrist (Flexion)', 'Shoulder (Transverse Extension / Extension)', 'Scapula & Clavicle (Retraction)', 'Elbow (Extension)', 'Shoulder (Transverse Flexion / Flexion)']","['Spine (Thoracic, Lumbar) (Flexion)']"
121,Depth Push-up (on Medicine Ball),['Plyometric'],['Compound'],['Push'],"Kneel before medicine ball. Place both hands side by side on top of ball. Position body in plank position, arms extended straight, chest over ball, body and legs straight, and forefeet on floor, shoulder width apart.","['Push body quickly by protracting shoulders and flexing wrists. As hands leave ball, rapidly place hands on floor to side of ball, catching body before it falls. Lower body again until chest makes contact with ball. Forcefully push body up rapidly so hands leave floor. Quickly catch body by returning both hands side by side on top of medicine ball. Repeat.', 'Keep body straight throughout movement. As with any plyometric, ensure solid strength foundation is first achieved. Joints, particularly shoulders, should be free of biomechanical deficiencies:']","Keep body straight throughout movement. As with any plyometric, ensure solid strength foundation is first achieved. Joints, particularly shoulders, should be free of biomechanical deficiencies:","['Scapula & Clavicle (Protraction)', 'Wrist (Flexion)', 'Shoulder (Transverse Extension / Extension)', 'Scapula & Clavicle (Retraction)', 'Elbow (Extension)', 'Shoulder (Transverse Flexion / Flexion)']","['Spine (Thoracic, Lumbar) (Flexion)', 'Knee (Extension)']"
122,Clap Push-up,['Plyometric'],['Compound'],['Push'],"Lie on floor face down and position hands on floor, shoulder width or slightly wider. Assume plank position by pushing body up with arms extended, body straight, and toes on floor.","['Lower body to floor and immediately push body up as fast as possible. As the hands leave ground, rapidly clap hands together and place back to original position, catching body before it falls. Repeat.', 'Keep hips and waist straight. As with any plyometric, ensure solid strength foundation is first achieved. Joints, particularly shoulders should be free of biomechanical deficiencies:']","Keep hips and waist straight. As with any plyometric, ensure solid strength foundation is first achieved. Joints, particularly shoulders should be free of biomechanical deficiencies:","['Scapula & Clavicle (Protraction)', 'Elbow (Extension)', 'Wrist (Flexion)', 'Shoulder (Transverse Flexion / Flexion)']","['Spine (Thoracic, Lumbar) (Flexion)', 'Knee (Extension)']"
123,Clap Push-up on Ball,['Plyometric'],['Compound'],['Push'],"Kneel with chest or waist on exercise ball. Dive over top and place hands on floor with arms extended down supporting upper body. While keeping body horizontal, walk hands further away from ball until shins are positioned on top of ball. With arms vertical and straight, support body off of floor with body straight. See suggested mount onto exercise ball.","['Lower body to floor and immediately push body up as fast as possible. As the hands leave ground, rapidly clap hands together and place back to original position, catching body before it falls. Repeat.']","Also known as Decline Clap Push-up. Keep hips and waist straight. As with any plyometric, ensure solid strength foundation is first achieved. Joints, particularly shoulders should be free of biomechanical deficiencies:","['Scapula & Clavicle (Protraction)', 'Elbow (Extension)', 'Wrist (Flexion)', 'Shoulder (Transverse Flexion / Flexion)']","['Spine (Thoracic, Lumbar) (Flexion)', 'Knee (Extension)']"
124,Depth Push-up,['Plyometric'],['Compound'],['Push'],Kneel on floor between two slightly elevated platforms slightly wider that shoulder width apart. Position hands on floor beside sides of platforms. Position upper body off of floor with arms extended. Straighten body and place forefeet back on floor.,"['Lower body to floor and immediately push body up as fast as possible. As hands leave ground, rapidly place hands on platforms to sides, catching body before it falls. Lower body again. As soon as slight stretch is felt in chest or shoulders, immediately push upper body upward. Before upper body falls, immediately remove hands off of platforms and catch body by returning hands back on floor between platforms and repeat.', 'Keep body straight throughout movement. As with any plyometric, ensure solid strength foundation is first achieved. Joints, particularly shoulders, should be free of biomechanical deficiencies:']","Keep body straight throughout movement. As with any plyometric, ensure solid strength foundation is first achieved. Joints, particularly shoulders, should be free of biomechanical deficiencies:","['Scapula & Clavicle (Protraction)', 'Wrist (Flexion)', 'Shoulder (Transverse Extension / Extension)', 'Scapula & Clavicle (Retraction)', 'Elbow (Extension)', 'Shoulder (Transverse Flexion / Flexion)']","['Spine (Thoracic, Lumbar) (Flexion)', 'Knee (Extension)']"
125,Depth Push-up (feet elevated),['Plyometric'],['Compound'],['Push'],"Kneel on floor between two slightly elevated platforms slightly wider that shoulder width apart. Position hands on floor, beside sides of platforms. Position upper body off of floor with arms extended. Straighten body, placing forefeet back on rear elevated platform.","['Lower body to floor and immediately push body up as fast as possible. As hands leave ground, rapidly place hands on platforms to sides, catching body before it falls. Lower body again. As soon as slight stretch is felt in chest or shoulders, immediately push upper body upward. Before upper body falls, immediately remove hands off of platforms and catch body by returning hands back on floor between platforms and repeat.']","Keep body straight throughout movement. As with any plyometric,","['Scapula & Clavicle (Protraction)', 'Wrist (Flexion)', 'Shoulder (Transverse Extension / Extension)', 'Scapula & Clavicle (Retraction)', 'Elbow (Extension)', 'Shoulder (Transverse Flexion / Flexion)']","['Spine (Thoracic, Lumbar) (Flexion)', 'Knee (Extension)']"
126,Medicine Ball Squat and Overhead Throws,['Plyometric'],['Compound'],['Push'],Stand with feet hip width apart. Hold medicine ball with both hands in front of upper chest or face.,"['Squat down by bending knees and hips. Immediately squat up by extending hips, knees, and feet. Just before legs completely extend, begin to throw ball upward by extending arms upward. Jump up off ground, straighten arms, and release ball overhead. Land on both feet with legs slightly bent to absorb impact. Stand upright and catch ball as it falls back down. Repeat throwing and catching ball.']","Squat and Overhead Throw is considered full body movement. Dynamic spinal extension may occur in some individuals performing maximal attempts. Slight spine flexion may occur during bent over squat position dependent upon participants depth and flexibility. Also, spinal hyper-extension may occur as body extends and leaves ground. Movement can also be performed intermittently for greater recovery between throws allowing for greater loads to be used (see Medicine Ball Squat and Overhead Throw).","['Foot (Plantar Flexion)', 'Hip (Extension)', 'Knee (Extension)', 'Shoulder (Flexion)', 'Elbow (Extension)', 'Ankle (Plantar Flexion)', 'Scapula & Clavicle (Upward Rotation)', 'Shoulder (Abduction)']","['Spine (Thoracic, Lumbar) (Extension)']"
127,Medicine Ball Wall Shot,['Plyometric'],['Compound'],['Push'],Hold ball with both hands close to chest or face. Stand close to wall.,"['Squat down with thighs at or slightly lower than parallel to floor. Quickly squat back up and throw medicine ball to target marked on wall, with knees and arms fully extended. Catch ball with arms and knees slightly bent, return to near upper chest or face while descending for next shot. Repeat.']","Typically, men throw at 10' (3 m) target, whereas, women throw at 9' (2.75 m) target. Stay close to wall so ball does not need to bounce horizontally, allowing ball to be caught more efficiently. Feet stay on floor with weight distributed between forefoot and heel throughout most of movement, however, no issues if heels raise slightly. In Crossfit, this movement is known as Wall Ball Shots.","['Hip (Extension)', 'Wrist (Flexion)', 'Knee (Extension)', 'Shoulder (Flexion)', 'Elbow (Extension)', 'Ankle (Plantar Flexion)', 'Scapula & Clavicle (Elevation)', 'Shoulder (Abduction)', 'Scapula & Clavicle (Upward Rotation)']","['Spine (Thoracic, Lumbar) (Extension)']"
128,Medicine Ball Overhead Backward Throw,['Plyometric'],['Compound'],['Push'],Stand with feet wider than shoulder width apart. Hold medicine ball overhead with hand on each side of ball.,"['Lower ball with arms straight in long forward arch motion. Squat down and swing ball down between both legs. Immediately lean body back, swing ball forward with arms straight, and extending body and legs. Throw ball back and upward. Walk backwards few steps to reestablish balance.']","Squat Overhead Backward Throw is considered full body movement. If performing for repetitions or timed duration, throw ball toward solid wall so ball can be more easily retrieved. Throws can also be also be performed for distance on field or in large indoor space.","['Foot (Plantar Flexion)', 'Hip (Extension)', 'Knee (Extension)', 'Spine (Thoracic, Lumbar) (Extension)', 'Ankle (Plantar Flexion)', 'Shoulder (Flexion)', 'Scapula & Clavicle (Upward Rotation)']",[]
129,Medicine Ball Squat and Forward Throw,['Plyometric'],['Compound'],['Push'],Stand with feet hip width apart. Hold medicine ball in front of chest with both hands.,"['Squat down by bending knees and hips and lean forward slightly. Immediately extend body by extending hips, knees, and feet. Throw ball upward and forward, leap forward, and land on both feet with legs bent to absorb impact. Stand upright.']","Squat and Forward Throw is considered full body movement. If performing for repetitions or timed duration, throw ball toward solid wall so ball can be more easily retrieved. Throws can also be also be performed for distance on field or in large indoor space.","['Foot (Plantar Flexion)', 'Hip (Extension)', 'Knee (Extension)', 'Shoulder (Flexion)', 'Elbow (Extension)', 'Ankle (Plantar Flexion)', 'Scapula & Clavicle (Upward Rotation)', 'Shoulder (Abduction)']","['Spine (Thoracic, Lumbar) (Extension)']"
130,Medicine Ball Squat and Overhead Throw,['Plyometric'],['Compound'],['Push'],Stand with feet hip width apart. Hold medicine ball with both hands in front of upper chest or face.,"['Squat down by bending knees and hips. Immediately squat up by extending hips, knees, and feet. Just before legs completely extend, begin to throw ball upward by extending arms upward. Jump up off ground, straighten arms, and release ball overhead. Land on both feet with legs slightly bent to absorb impact. Stand upright and retrieve ball after it falls to ground.']","Squat and Overhead Throw is considered full body movement. Dynamic spinal extension may occur in some individuals performing maximal attempts. Slight spine flexion may occur during bent over squat position dependent upon participants depth and flexibility. Also, spinal hyper-extension may occur as body extends and leaves ground. Movement can also be performed with successive throws (see Medicine Ball Squat and Overhead Throw).","['Foot (Plantar Flexion)', 'Hip (Extension)', 'Knee (Extension)', 'Shoulder (Flexion)', 'Elbow (Extension)', 'Ankle (Plantar Flexion)', 'Scapula & Clavicle (Upward Rotation)', 'Shoulder (Abduction)']","['Spine (Thoracic, Lumbar) (Extension)']"
131,Medicine Ball Squat and Underhand Forward Throw,['Plyometric'],['Compound'],['Push'],Stand with feet wider than shoulder width apart. Hold medicine ball overhead with hand on each side of ball.,"['Lower ball with arms straight in long forward arch motion. Squat down slightly and swing ball down between both legs. Immediately lean body forward, swing ball forward with arms straight, and extending body and legs. Throw ball forward and upward then jump forward. Land on both feet allowing both legs to bend to absorb impact. Stand upright.']","Squat Underhand Forward Throw is considered full body movement. If performing for repetitions or timed duration, throw ball toward solid wall so ball can be more easily retrieved. Throws can also be also be performed for distance on field or in large indoor space.","['Foot (Plantar Flexion)', 'Hip (Extension)', 'Knee (Extension)', 'Shoulder (Flexion)', 'Ankle (Plantar Flexion)', 'Scapula & Clavicle (Upward Rotation)']","['Spine (Thoracic, Lumbar) (Extension)']"
